Assembly Accession,Assembly BioSample Description Organism Name,ANI Best ANI match ANI,ANI Best ANI match Assembly,ANI Best ANI match Assembly Coverage,ANI Best ANI match Type Category,ANI Best ANI match Organism,ANI Best ANI match Type Assembly Coverage,ANI Best match status,ANI Category,ANI Check status,ANI Comment,ANI Declared ANI match ANI,ANI Declared ANI match Assembly,ANI Declared ANI match Assembly Coverage,ANI Declared ANI match Type Category,ANI Declared ANI match Organism,ANI Declared ANI match Type Assembly Coverage,ANI Submitted organism,ANI Submitted species,Annotation Count Gene Non-coding,Annotation Count Gene Other,Annotation Count Gene Protein-coding,Annotation Count Gene Pseudogene,Annotation Count Gene Total,Annotation Method,Annotation Provider,Annotation Release Date,Annotation Software Version,Assembly Assembly Method,Assembly Atypical Is Atypical,Assembly Atypical Warnings,Assembly BioProject Accession,Assembly BioProject Lineage Accession,Assembly BioProject Lineage Parent Accessions,Assembly BioProject Lineage Title,Assembly BioSample Accession,Assembly BioSample Attribute Name,Assembly BioSample Attribute Value,Assembly BioSample Biomaterial provider,Assembly BioSample BioProject Accession,Assembly BioSample Collected by,Assembly BioSample Collection date,Assembly BioSample Description Comment,Assembly BioSample Description Organism Name,Assembly BioSample Description Organism Taxonomic ID,Assembly BioSample Description Title,Assembly BioSample Development stage,Assembly BioSample Geographic location,Assembly BioSample Host,Assembly BioSample Identified by,Assembly BioSample Sample Identifiers Database,Assembly BioSample Sample Identifiers Value,Assembly BioSample IFSAC category,Assembly BioSample Isolate,Assembly BioSample Isolate name alias,Assembly BioSample Isolation source,Assembly BioSample Last updated,Assembly BioSample Latitude and Longitude,Assembly BioSample Models,Assembly BioSample Owner Contact Lab,Assembly BioSample Owner Name,Assembly BioSample Package,Assembly BioSample Project name,Assembly BioSample Publication date,Assembly BioSample Sample name,Assembly BioSample Status Status,Assembly BioSample Status When,Assembly BioSample Strain,Assembly BioSample Submission date,Assembly BioSample Tissue,Assembly Level,Assembly Name,Assembly Notes ,Assembly Paired Assembly Accession,Assembly Paired Assembly Name,Assembly Paired Assembly Status,Assembly Refseq Category,Assembly Release Date,Assembly Sequencing Tech,Assembly Status,Assembly Submitter,Assembly Type,Assembly Stats ATGC Count,Assembly Stats Contig L50,Assembly Stats Contig N50,Assembly Stats GC Count,Assembly Stats GC Percent,Assembly Stats Genome Coverage,Assembly Stats Number of Component Sequences,Assembly Stats Number of Contigs,Assembly Stats Number of Scaffolds,Assembly Stats Scaffold L50,Assembly Stats Scaffold N50,Assembly Stats Total Number of Chromosomes,Assembly Stats Total Sequence Length,Assembly Stats Total Ungapped Length,CheckM completeness,CheckM completeness percentile,CheckM contamination,CheckM marker set,CheckM marker set rank,CheckM species tax id,CheckM version,Current Accession,Organism Infraspecific Names Isolate,Organism Infraspecific Names Strain,Organism Name,Organism Taxonomic ID,Source Database,WGS project accession,WGS URL
GCA_039979845.1,Marinomonas sp.,80.86000061,GCA_012972675.1,1.429999948,type,Pontixanthobacter rizhaonensis,1.610000014,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,43,,3017,10,3070,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-25,6.7,MEGAHIT v. 1.2.9,,,PRJNA1050779,PRJNA1050779,,Investigating the relationship between microbial network features of giant kelp seedbank cultures and subsequent farm performance,SAMN39640771,isolate,CB.62.F.B1_58_007,,PRJNA1050779,,2018-02-01,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,MIMAG Metagenome-assembled Genome sample from Marinomonas sp.,gametophyte,"USA:California, Camp Pendleton",Macrocystis pyrifera,,,CB.62.F.B1_58_007,,CB.62.F.B1_58_007,,spore release from mature blade,2024-03-15T11:50:55.709,not collected,MIMAG.plant-associated,,University of Southern California,MIMAG.plant-associated.6.0,,2024-01-30T00:00:00.000,,live,2024-01-30T08:16:28.574,,2024-01-28T17:59:12.673,,Contig,ASM3997984v1,derived from metagenome,,,,,2024-05-31,Illumina S4 Novaseq,current,University of Southern California,haploid,3126848,2,1364656,1744824,56,4.533,157,157,157,2,1364656,,3126848,3126848,,,,,,,,GCA_039979845.1,CB.62.F.B1_58_007,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBDXDK01,https://www.ncbi.nlm.nih.gov/nuccore/JBDXDK000000000.1
GCA_039983395.1,Marinomonas sp.,81.44999695,GCA_012972675.1,1.590000033,type,Pontixanthobacter rizhaonensis,1.720000029,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,52,,2844,8,2904,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-25,6.7,MEGAHIT v. 1.2.9,,,PRJNA1050779,PRJNA1050779,,Investigating the relationship between microbial network features of giant kelp seedbank cultures and subsequent farm performance,SAMN39640594,isolate,CB.67.F.C4_506_005,,PRJNA1050779,,2018-02-01,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,MIMAG Metagenome-assembled Genome sample from Marinomonas sp.,gametophyte,"USA:California, Camp Pendleton",Macrocystis pyrifera,,,CB.67.F.C4_506_005,,CB.67.F.C4_506_005,,spore release from mature blade,2024-03-15T11:50:52.081,not collected,MIMAG.plant-associated,,University of Southern California,MIMAG.plant-associated.6.0,,2024-01-30T00:00:00.000,,live,2024-01-30T08:16:26.519,,2024-01-28T17:59:10.806,,Contig,ASM3998339v1,derived from metagenome,,,,,2024-05-31,Illumina S4 Novaseq,current,University of Southern California,haploid,3005110,2,1007726,1680302,56,2.91,65,65,65,2,1007726,,3005110,3005110,,,,,,,,GCA_039983395.1,CB.67.F.C4_506_005,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBDWWP01,https://www.ncbi.nlm.nih.gov/nuccore/JBDWWP000000000.1
GCA_039984055.1,Marinomonas sp.,81.52999878,GCA_012972675.1,1.580000043,type,Pontixanthobacter rizhaonensis,1.720000029,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,46,,2870,8,2924,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-25,6.7,MEGAHIT v. 1.2.9,,,PRJNA1050779,PRJNA1050779,,Investigating the relationship between microbial network features of giant kelp seedbank cultures and subsequent farm performance,SAMN39640560,isolate,AQ.15.M.B6_50_011,,PRJNA1050779,,2018-01-23,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,MIMAG Metagenome-assembled Genome sample from Marinomonas sp.,gametophyte,"USA:California, Arroyo Quemado",Macrocystis pyrifera,,,AQ.15.M.B6_50_011,,AQ.15.M.B6_50_011,,spore release from mature blade,2024-03-15T11:50:51.394,not collected,MIMAG.plant-associated,,University of Southern California,MIMAG.plant-associated.6.0,,2024-01-30T00:00:00.000,,live,2024-01-30T08:16:26.162,,2024-01-28T17:59:10.470,,Contig,ASM3998405v1,derived from metagenome,,,,,2024-05-31,Illumina S4 Novaseq,current,University of Southern California,haploid,3028167,2,1364656,1689846,56,14.731,77,77,77,2,1364656,,3028167,3028167,,,,,,,,GCA_039984055.1,AQ.15.M.B6_50_011,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBDWVH01,https://www.ncbi.nlm.nih.gov/nuccore/JBDWVH000000000.1
GCA_039984275.1,Marinomonas sp.,80.87999725,GCA_012972675.1,1.450000048,type,Pontixanthobacter rizhaonensis,1.679999948,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,43,,3043,9,3095,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-25,6.7,MEGAHIT v. 1.2.9,,,PRJNA1050779,PRJNA1050779,,Investigating the relationship between microbial network features of giant kelp seedbank cultures and subsequent farm performance,SAMN39640546,isolate,AQ.37.F.C6_499_009,,PRJNA1050779,,2018-01-23,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,MIMAG Metagenome-assembled Genome sample from Marinomonas sp.,gametophyte,"USA:California, Arroyo Quemado",Macrocystis pyrifera,,,AQ.37.F.C6_499_009,,AQ.37.F.C6_499_009,,spore release from mature blade,2024-03-15T11:50:51.101,not collected,MIMAG.plant-associated,,University of Southern California,MIMAG.plant-associated.6.0,,2024-01-30T00:00:00.000,,live,2024-01-30T08:16:26.031,,2024-01-28T17:59:10.323,,Contig,ASM3998427v1,derived from metagenome,,,,,2024-05-31,Illumina S4 Novaseq,current,University of Southern California,haploid,3249862,2,1406335,1803590,55.5,2.645,46,46,46,2,1406335,,3249862,3249862,,,,,,,,GCA_039984275.1,AQ.37.F.C6_499_009,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBDWUT01,https://www.ncbi.nlm.nih.gov/nuccore/JBDWUT000000000.1
GCA_039989615.1,Marinomonas sp.,80.84999847,GCA_012972675.1,1.429999948,type,Pontixanthobacter rizhaonensis,1.610000014,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,44,,3016,10,3070,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-25,6.7,MEGAHIT v. 1.2.9,,,PRJNA1050779,PRJNA1050779,,Investigating the relationship between microbial network features of giant kelp seedbank cultures and subsequent farm performance,SAMN39640877,isolate,CI.32.F.A1_77_005,,PRJNA1050779,,2018-01-29,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,MIMAG Metagenome-assembled Genome sample from Marinomonas sp.,gametophyte,"USA:California, Channel Islands",Macrocystis pyrifera,,,CI.32.F.A1_77_005,,CI.32.F.A1_77_005,,spore release from mature blade,2024-03-15T11:50:58.014,not collected,MIMAG.plant-associated,,University of Southern California,MIMAG.plant-associated.6.0,,2024-01-30T00:00:00.000,,live,2024-01-30T08:16:30.072,,2024-01-28T17:59:13.860,,Contig,ASM3998961v1,derived from metagenome,,,,,2024-05-31,Illumina S4 Novaseq,current,University of Southern California,haploid,3133014,2,1364656,1749978,56,4.498,157,157,157,2,1364656,,3133014,3133014,,,,,,,,GCA_039989615.1,CI.32.F.A1_77_005,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBDXHM01,https://www.ncbi.nlm.nih.gov/nuccore/JBDXHM000000000.1
GCA_039989715.1,Marinomonas sp.,80.41000366,GCA_012972675.1,1.419999957,type,Pontixanthobacter rizhaonensis,1.559999943,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,41,,2909,9,2959,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-25,6.7,MEGAHIT v. 1.2.9,,,PRJNA1050779,PRJNA1050779,,Investigating the relationship between microbial network features of giant kelp seedbank cultures and subsequent farm performance,SAMN39640870,isolate,CB.55.F.D4_76_005,,PRJNA1050779,,2018-02-01,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,MIMAG Metagenome-assembled Genome sample from Marinomonas sp.,gametophyte,"USA:California, Camp Pendleton",Macrocystis pyrifera,,,CB.55.F.D4_76_005,,CB.55.F.D4_76_005,,spore release from mature blade,2024-03-15T11:50:57.861,not collected,MIMAG.plant-associated,,University of Southern California,MIMAG.plant-associated.6.0,,2024-01-30T00:00:00.000,,live,2024-01-30T08:16:29.965,,2024-01-28T17:59:13.783,,Contig,ASM3998971v1,derived from metagenome,,,,,2024-05-31,Illumina S4 Novaseq,current,University of Southern California,haploid,3064424,2,1018579,1707059,55.5,3.203,72,72,72,2,1018579,,3064424,3064424,,,,,,,,GCA_039989715.1,CB.55.F.D4_76_005,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBDXHF01,https://www.ncbi.nlm.nih.gov/nuccore/JBDXHF000000000.1
GCA_040012435.1,Marinomonas primoryensis,98.55999756,GCA_013372285.1,89.15000153,type,Marinomonas primoryensis,88.91999817,species_match,category_na,OK,na,98.55999756,GCA_013372285.1,89.15000153,type,Marinomonas primoryensis,88.91999817,Marinomonas primoryensis,Marinomonas primoryensis,65,,3718,19,3802,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-05-28,6.7,SPAdes v. 3.13.0,,,PRJNA1113969,PRJNA1113969,,Whole Genome Sequencing of Arctic Seawater Marine Isolates,SAMN41472745,strain,23GB23,,PRJNA1113969,Krista Longnecker,2023-05-22,,Marinomonas primoryensis,178399,Microbe sample from Marinomonas primoryensis,,USA: Alaska,,,,23GB23,,,,seawater,2024-08-06T21:47:21.630,70.449900 N 148.582767 W,"Microbe, viral or environmental",,Hampton University,Microbe.1.0,,2024-05-21T00:00:00.000,,live,2024-05-21T09:11:05.539,23GB23,2024-05-21T09:11:05.537,,Contig,ASM4001243v1,,GCF_040012435.1,GCF_040012435.1-RS_2025_06_03,current,,2024-06-02,Illumina NextSeq,current,Hampton University,haploid,4058227,7,198373,1766924,43.5,323.063,47,47,47,7,198373,,4058227,4058227,96.08000183,87.5,1.610000014,Marinomonas,genus,178399,v1.2.3,GCA_040012435.1,,23GB23,Marinomonas primoryensis,178399,SOURCE_DATABASE_GENBANK,JBDYKN01,https://www.ncbi.nlm.nih.gov/nuccore/JBDYKN000000000.1
GCA_040118715.1,Thalassolituus sp.,88.37000275,GCA_041222825.1,2.019999981,suspected_type,Candidatus Thalassolituus haligoni,1.75,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Thalassolituus sp.,Thalassolituus sp.,54,,3381,12,3447,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-06-04,6.7,DAS Tool v. v1.1.2,,,PRJNA816150,PRJNA816150,,Faroe Shetland Channel metagenome assembled genomes Metagenome,SAMN26664013,collection_date,2014-04,,PRJNA816150,,2014-04,Keywords: GSC:MIxS;MIMAG:6.0,Thalassolituus sp.,2030822,MIMAG Metagenome-assembled Genome sample from Thalassolituus sp.,,United Kingdom: Faroe Shetland Channel,,,,SIP_700_Bin21,,SIP_700_Bin21,,isotopically labeled n-hexadecane aerobic FSC enrichments from water column seawater sample,2024-06-04T14:22:37.620,60.633333 N 4.900000 W,MIMAG.water,,The University of Texas at Austin,MIMAG.water.6.0,,2022-09-01T00:00:00.000,,live,2022-09-01T01:37:43.397,,2022-03-14T19:42:04.596,,Contig,ASM4011871v1,derived from metagenome,,,,,2024-06-10,Illumina NovaSeq,current,The University of Texas at Austin,haploid,3786831,3,578285,1768730,46.5,4292.56,12,12,12,3,578285,,3786831,3786831,,,,,,,,GCA_040118715.1,SIP_700_Bin21,,Thalassolituus sp.,2030822,SOURCE_DATABASE_GENBANK,JBEDSW01,https://www.ncbi.nlm.nih.gov/nuccore/JBEDSW000000000.1
GCA_040118895.1,Thalassolituus sp.,88.41000366,GCA_041222825.1,2,suspected_type,Candidatus Thalassolituus haligoni,1.730000019,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Thalassolituus sp.,Thalassolituus sp.,54,,3378,11,3443,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-06-04,6.7,DAS Tool v. v1.1.2,,,PRJNA816150,PRJNA816150,,Faroe Shetland Channel metagenome assembled genomes Metagenome,SAMN26664019,collection_date,2014-04,,PRJNA816150,,2014-04,Keywords: GSC:MIxS;MIMAG:6.0,Thalassolituus sp.,2030822,MIMAG Metagenome-assembled Genome sample from Thalassolituus sp.,,United Kingdom: Faroe Shetland Channel,,,,SIP_700_Bin15,,SIP_700_Bin15,,isotopically labeled n-hexadecane aerobic FSC enrichments from water column seawater sample,2024-06-04T14:22:37.712,60.633333 N 4.900000 W,MIMAG.water,,The University of Texas at Austin,MIMAG.water.6.0,,2022-09-01T00:00:00.000,,live,2022-09-01T01:47:54.593,,2022-03-14T19:42:04.673,,Contig,ASM4011889v1,derived from metagenome,,,,,2024-06-10,Illumina NovaSeq,current,The University of Texas at Austin,haploid,3787977,3,578285,1769151,46.5,5914.3,12,12,12,3,578285,,3787977,3787977,,,,,,,,GCA_040118895.1,SIP_700_Bin15,,Thalassolituus sp.,2030822,SOURCE_DATABASE_GENBANK,JBEDTG01,https://www.ncbi.nlm.nih.gov/nuccore/JBEDTG000000000.1
GCA_040119275.1,Thalassolituus sp.,98.40000153,GCA_000355675.1,91.76999664,type,Thalassolituus oleivorans,80.33999634,genus_match,category_na,OK,na,,no-type,,no_type,na,,Thalassolituus sp.,Thalassolituus sp.,49,,3103,11,3163,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-06-04,6.7,DAS Tool v. v1.1.2,,,PRJNA816150,PRJNA816150,,Faroe Shetland Channel metagenome assembled genomes Metagenome,SAMN26664037,collection_date,2014-04,,PRJNA816150,,2014-04,Keywords: GSC:MIxS;MIMAG:6.0,Thalassolituus sp.,2030822,MIMAG Metagenome-assembled Genome sample from Thalassolituus sp.,,United Kingdom: Faroe Shetland Channel,,,,SIP_5_Bin19,,SIP_5_Bin19,,isotopically labeled n-hexadecane aerobic FSC enrichments from water column seawater sample,2024-06-04T14:22:37.993,60.633333 N 4.900000 W,MIMAG.water,,The University of Texas at Austin,MIMAG.water.6.0,,2022-09-01T00:00:00.000,,live,2022-09-01T01:34:37.170,,2022-03-14T19:42:04.900,,Contig,ASM4011927v1,derived from metagenome,GCF_040119275.1,GCF_040119275.1-RS_2024_06_12,current,,2024-06-10,Illumina NovaSeq,current,The University of Texas at Austin,haploid,3431868,7,172867,1601614,46.5,2116.46,27,27,27,7,172867,,3431868,3431868,91.90000153,40,1.440000057,Oceanospirillaceae,family,2030822,v1.2.2,GCA_040119275.1,SIP_5_Bin19,,Thalassolituus sp.,2030822,SOURCE_DATABASE_GENBANK,JBEDUA01,https://www.ncbi.nlm.nih.gov/nuccore/JBEDUA000000000.1
GCA_040371755.1,Oceaniserpentilla sp. 4NH20-0058,89.56999969,GCA_001639745.1,0.159999996,type,Marinomonas gallaica,0.129999995,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,Oceaniserpentilla sp. 4NH20-0058,Oceaniserpentilla sp. 4NH20-0058,51,3,3042,,3096,,"Biological Resource Center, National Institute of Technology and Evaluation (NITE)",2024-04-10,,fastp v. 0.23.2; Unicycler v. 0.5.0,,,PRJDB17481,PRJDB17481,,Collection of marine microorganisms that degradate biodegradable plastics,SAMD00755700,sample_name,Oceaniserpentilla sp. NBRC 116188,,PRJDB17481,,2022-06-02,Keywords: GSC:MIxS;MIGS:6.0,Oceaniserpentilla sp. 4NH20-0058,3127660,NBRC 116188,,"Japan:Hiroshima, Onomichi, Seto Inland Sea",,,,,,,,,2024-04-09T21:02:49.000,34.365 N 133.217 E,MIGS.ba.water,,"Biological Resource Center, National Institute of Technology and Evaluation",MIGS.ba.water.6.0,,2024-04-10T00:00:00.000,Oceaniserpentilla sp. NBRC 116188,live,2024-04-11T01:05:03.600,4NH20-0058,2024-04-11T01:05:03.600,,Contig,ASM4037175v1,,GCF_040371755.1,GCF_040371755.1-RS_2024_06_28,current,,2024-04-10,Illumina MiSeq,current,"Biological Resource Center, National Institute of Technology and Evaluation (NITE)",haploid,3298241,4,292517,1373087,41.5,242,32,32,32,4,292517,,3298241,3298241,99.30000305,,0.330000013,Oceanospirillaceae,family,3127660,v1.2.2,GCA_040371755.1,,4NH20-0058,Oceaniserpentilla sp. 4NH20-0058,3127660,SOURCE_DATABASE_GENBANK,BAABWE01,https://www.ncbi.nlm.nih.gov/nuccore/BAABWE000000000.1
GCA_040372045.1,Thalassolituus maritimus,83.41999817,GCA_900156675.1,34.88999939,type,Thalassolituus maritimus,31.62999916,below_threshold_match,category_na,Inconclusive,na,83.41999817,GCA_900156675.1,34.88999939,type,Thalassolituus maritimus,31.62999916,Thalassolituus maritimus,Thalassolituus maritimus,52,3,3055,,3110,,"Biological Resource Center, National Institute of Technology and Evaluation (NITE)",2024-04-10,,fastp v. 0.23.2; Unicycler v. 0.5.0,,,PRJDB17481,PRJDB17481,,Collection of marine microorganisms that degradate biodegradable plastics,SAMD00755681,sample_name,Thalassolituus maritimus NBRC 116585,,PRJDB17481,,2022-11-17,Keywords: GSC:MIxS;MIGS:6.0,Thalassolituus maritimus,484498,NBRC 116585,,"Japan:Iwate, Shimohei, Yamada Bay",,,,,,,,,2024-04-09T21:02:49.000,39.468 N 141.984 E,MIGS.ba.water,,"Biological Resource Center, National Institute of Technology and Evaluation",MIGS.ba.water.6.0,,2024-04-10T00:00:00.000,Thalassolituus maritimus NBRC 116585,live,2024-04-11T01:05:03.088,5NW40-0001,2024-04-11T01:05:03.086,,Contig,ASM4037204v1,,GCF_040372045.1,GCF_040372045.1-RS_2025_07_05,current,,2024-04-10,Illumina MiSeq,current,"Biological Resource Center, National Institute of Technology and Evaluation (NITE)",haploid,3498243,3,422409,1802007,51.5,192,29,29,29,3,422409,,3498243,3498243,98.19999695,40,2.180000067,Oceanospirillaceae,family,484498,v1.2.4,GCA_040372045.1,,5NW40-0001,Thalassolituus maritimus,484498,SOURCE_DATABASE_GENBANK,BAABWH01,https://www.ncbi.nlm.nih.gov/nuccore/BAABWH000000000.1
GCA_040436405.1,Marinomonas sp. THO17,81.84999847,GCA_003314975.1,37.24000168,type,Marinomonas aquiplantarum,38.77999878,genus_match,category_na,OK,na,,no-type,,no_type,na,,Marinomonas sp. THO17,Marinomonas sp. THO17,101,,3600,,3701,,Nihon University,2024-05-28,,Flye v. 2.9.1-b1780,,,PRJDB18076,PRJDB18076,,genome analysis of Marinomonas sp. THO17 isolated from seagrass surface,SAMD00777078,sample_name,Marinomonas sp. THO17,,PRJDB18076,,2022-05,Keywords: GSC:MIxS;MIGS:6.0,Marinomonas sp. THO17,3149048,bacteria isolated from seagrass surface,,Japan:Okinawa,Thalassia hemprichii,,SRA,DRS380996,,,,,2024-05-30T01:37:23.497,missing,MIGS.ba.plant-associated,,"College of Bioresource Sciences, Nihon university",MIGS.ba.plant-associated.6.0,,2024-05-28T00:00:00.000,Marinomonas sp. THO17,live,2024-05-28T15:06:16.243,THO17,2024-05-28T14:06:11.723,,Complete Genome,ASM4043640v1,,GCF_040436405.1,GCF_040436405.1-RS_2024_07_02,current,,2024-05-28,PacBio Sequel IIe,current,Nihon University,haploid,3920899,1,3920899,1710495,43.5,63,1,1,1,1,3920899,1,3920899,3920899,95.86000061,,2.119999886,Marinomonas,genus,3149048,v1.2.3,GCA_040436405.1,,THO17,Marinomonas sp. THO17,3149048,SOURCE_DATABASE_GENBANK,,
GCA_040547565.1,Marinobacterium sp. MBR-109,81.97000122,GCA_039523155.1,31.98999977,type,Marinobacterium maritimum,27.93000031,genus_match,category_na,OK,na,,no-type,,no_type,na,,Marinobacterium sp. MBR-109,Marinobacterium sp. MBR-109,67,,3272,,3339,,DOE Joint Genome Institute,2024-07-08,,SPAdes v. 3.15.3,,,PRJNA1115682,PRJNA1115682,,Marinobacterium sp. MBR-109 Genome sequencing,SAMN41528369,collection_date,missing,,PRJNA1115682,,missing,Genome sequencing of isolate from membrane bioreactors treating produced water,Marinobacterium sp. MBR-109,3156462,Marinobacterium sp. MBR-109,,"USA: Denver, Colorado",not applicable,,DOE Joint Genome Institute,Gp0593421,,,,,2024-05-24T19:43:17.884,39.782362 N 104.910136 W,"Microbe, viral or environmental",,DOE Joint Genome Institute,Microbe.1.0,,2024-05-24T00:00:00.000,,live,2024-05-24T19:43:17.884,MBR-109,2024-05-24T19:43:17.884,,Contig,ASM4054756v1,,GCF_040547565.1,GCF_040547565.1-RS_2024_07_09,current,,2024-07-08,Illumina,current,DOE Joint Genome Institute,haploid,3523302,5,257199,2001048,57,425,23,23,23,5,257199,,3523302,3523302,85.01999664,,3.029999971,Marinobacterium,genus,3156462,v1.2.3,GCA_040547565.1,,MBR-109,Marinobacterium sp. MBR-109,3156462,SOURCE_DATABASE_GENBANK,JBEPPZ01,https://www.ncbi.nlm.nih.gov/nuccore/JBEPPZ000000000.1
GCA_041222825.1,Candidatus Thalassolituus haligoni,97.47000122,GCA_044962685.1,89.06999969,suspected_type,Oceanobacter antarcticus,85.08999634,mismatch,suspected_type,Inconclusive,assembly is type_material,,,,,,,Candidatus Thalassolituus haligoni,Candidatus Thalassolituus haligoni,,,,,,,,,,nanopolish v. sept-2017; canu assembler v. sept-2017,,,PRJNA1046103,PRJNA1046103,,Candidatus Thalassolituus haligoni strain:BB40 | isolate:not available Genome sequencing,SAMN38473011,strain,BB40,LaRoche Lab,PRJNA1046103,Jennifer Tolman and Jenni-Marie Ratten,2014-07,,Candidatus Thalassolituus haligoni,3100113,Microbe sample from Candidatus Thalassolituus haligoni,,Canada: Nova Scotia,missing,Julie LaRoche,,Thalassolituus,,not available,,seawater,2024-08-13T12:38:59.780,44 N 63 W,"Microbe, viral or environmental",,Dalhousie University,Microbe.1.0,,2024-08-13T12:38:59.780,,live,2024-08-13T12:38:59.780,BB40,2023-11-28T15:58:04.627,,Complete Genome,ASM4122282v1,,GCF_041222825.1,GCF_041222825.1-RS_2024_08_13,current,reference genome,2024-08-12,Oxford Nanopore MinION; Illumina MiSeq,current,Dalhousie University,haploid,4376545,1,4376545,2337960,53.5,10,1,1,1,1,4376545,1,4376545,4376545,99.13999939,,2.809999943,Oceanospirillaceae,family,3100113,v1.2.4,GCA_041222825.1,,BB40,Candidatus Thalassolituus haligoni,3100113,SOURCE_DATABASE_GENBANK,,
GCA_041227765.1,Marinomonas polaris,97.40000153,GCA_900129155.1,87.68000031,type,Marinomonas polaris,85.91999817,species_match,category_na,OK,na,97.40000153,GCA_900129155.1,87.68000031,type,Marinomonas polaris DSM 16579,85.91999817,Marinomonas polaris,Marinomonas polaris,114,,4439,42,4595,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-08-02,6.7,Flye assembler v. v2.9.1,,,PRJNA1137572,PRJNA1137572,,Alginate-utilizing Bacteria,SAMN42622380,isolation_source,coastal soil,,PRJNA1137572,Seunghwa Jeong,2024-04-18,,Marinomonas polaris,293552,Microbe sample from Marinomonas polaris,,South Korea: Jeju,,,,C3-3,,missing,,coastal soil,2024-08-02T14:40:28.553,,"Microbe, viral or environmental",,Chonnam National University,Microbe.1.0,,2024-07-19T00:00:00.000,,live,2024-07-19T03:48:07.996,jeju2-2,2024-07-19T03:48:07.993,,Complete Genome,ASM4122776v1,,GCF_041227765.1,GCF_041227765.1-RS_2024_08_13,current,reference genome,2024-08-12,Oxford Nanopore MinION,current,Chonnam National University,haploid,4933271,1,4933271,2100927,42.5,191,1,1,1,1,4933271,1,4933271,4933271,98.93000031,33.33330154,1.950000048,Marinomonas,genus,293552,v1.2.4,GCA_041227765.1,,jeju2-2,Marinomonas polaris,293552,SOURCE_DATABASE_GENBANK,,
