protein,qseqid,query accession,sseqid,sscinames,bitscore,evalue,length,qlen,qcovs,slen,pident,staxids,stitle
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,dbj|GAB1260410.1|,Cellvibrionaceae bacterium NBRC 116180,858,0,461,470,98,475,88.286,3157693,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Cellvibrionaceae bacterium NBRC 116180]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|NPU93496.1|,Gammaproteobacteria bacterium,858,0,457,470,97,489,88.621,1913989,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Gammaproteobacteria bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_290584899.1|,unclassified Ketobacter,855,0,470,470,100,468,86.17,1872427;1891229;1913989;1977087;2072747;2083498;2639109,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [unclassified Ketobacter]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|TNE76733.1|,Gammaproteobacteria bacterium,855,0,470,470,100,469,87.66,1913989,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Gammaproteobacteria bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MBM96993.1|,Oceanospirillaceae bacterium,854,0,457,470,97,479,89.278,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,tpg|HMY38896.1|,Marinagarivorans sp.,854,0,456,470,97,489,88.596,2023283;2026723,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Marinagarivorans sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MCK5789780.1|,Ketobacter sp.,854,0,470,470,100,468,86.17,2083498,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Ketobacter sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_283173840.1|,Parathalassolituus penaei,853,0,457,470,97,495,88.621,2997323,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Parathalassolituus penaei]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_386365818.1|,Stutzerimonas tarimensis,853,0,460,470,98,473,87.609,1507735,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas tarimensis]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_102654339.1|,Billgrantia endophytica,852,0,456,470,97,474,88.816,2033802,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Billgrantia endophytica]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MAR01320.1|,Oceanospirillaceae bacterium,852,0,461,470,98,481,86.985,1899355;1914300,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,tpg|HRH77013.1|,Cellvibrionaceae bacterium,850,0,469,470,99,479,86.354,2026723,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Cellvibrionaceae bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MFT3931134.1|,Spongiibacteraceae bacterium,850,0,457,470,97,493,87.309,2026793,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Spongiibacteraceae bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MFO1368823.1|,Marinagarivorans sp.,850,0,469,470,99,479,86.567,2023283,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Marinagarivorans sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_377814339.1|,Azotobacter bryophylli,850,0,467,470,99,481,86.296,1986537,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter bryophylli]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_090313058.1|,Pseudomonas linyingensis,848,0,456,470,97,464,87.939,915471,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas linyingensis]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MBA55573.1|,Pseudomonadales bacterium,847,0,470,470,100,468,84.894,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadales bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_304843985.1|,Fluviicoccus sp.,847,0,468,470,99,476,85.897,2003552,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Fluviicoccus sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_193682420.1|,Pseudomonas lopnurensis,847,0,460,470,98,471,86.957,1477517,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas lopnurensis]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_092432472.1|,Geopseudomonas sagittaria,846,0,456,470,97,464,88.158,1135990,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Geopseudomonas sagittaria]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MEE2730205.1|,Pseudomonadota bacterium,846,0,470,470,100,468,85.106,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadota bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_090347263.1|,Pseudomonas oryzae,846,0,468,470,99,477,86.752,1392877,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas oryzae]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_229606646.1|,Pseudomonas,845,0,456,470,97,477,87.939,286;2892443;3252651,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_313023771.1|,Pseudomonas lopnurensis,845,0,460,470,98,471,86.957,1477517,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas lopnurensis]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MDK2776214.1|,Pseudomonadota bacterium,845,0,470,470,99,472,85.106,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadota bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_290575579.1|,Ketobacter sp.,844,0,470,470,100,468,84.894,2083498,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Ketobacter sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_217681565.1|,Geopseudomonas aromaticivorans,843,0,456,470,97,470,88.377,2849492,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Geopseudomonas aromaticivorans]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|RLU02518.1|,Ketobacter sp.,843,0,470,470,100,468,84.681,2083498,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Ketobacter sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_042921686.1|,Stutzerimonas,843,0,460,470,98,472,86.739,316;74829;1802004;2901164;3035479,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_011912510.1|,Stutzerimonas stutzeri,843,0,460,470,98,472,86.739,316;379731;1212549,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,tpg|HYQ39295.1|,Pseudomonas sp.,843,0,456,470,97,471,87.281,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_200587118.1|,Stutzerimonas stutzeri,842,0,460,470,98,471,86.739,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,tpg|HEX4974482.1|,Pseudomonadales bacterium,842,0,461,470,98,462,85.683,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadales bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MCG8314919.1|,Pseudomonadales bacterium,842,0,459,470,98,473,86.492,1891229,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadales bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MBU4568309.1|,Alphaproteobacteria bacterium,840,0,460,470,98,472,86.522,1913988,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Alphaproteobacteria bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_065835941.1|,Pseudomonas syringae,839,0,461,470,98,471,86.985,317,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas syringae]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_108241614.1|,Stutzerimonas stutzeri,839,0,459,470,98,473,86.492,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MCQ4346757.1|,Stutzerimonas stutzeri,839,0,456,470,97,475,86.623,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_201485701.1|,Pseudomonas sp. OF001,839,0,456,470,97,477,86.623,2772300,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas sp. OF001]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,dbj|GAB3373263.1|,Azotobacter armeniacus,838,0,462,470,98,475,84.848,270345,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter armeniacus]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_136491673.1|,Pseudomonas sp. A-1,838,0,456,470,97,477,86.623,1821274,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas sp. A-1]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_320548681.1|,Pseudomonas sp. AN-1,837,0,456,470,97,475,86.404,3096605,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas sp. AN-1]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MGD8568725.1|,Gammaproteobacteria bacterium,837,0,456,470,97,471,86.623,1913989,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Gammaproteobacteria bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_028240781.1|,Stutzerimonas azotifigens,837,0,460,470,98,473,85.87,291995;1292027,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas azotifigens]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_152387821.1|,Azotobacter salinestris,837,0,468,470,99,469,84.402,69964,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter salinestris]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,dbj|GAB2190328.1|,Sessilibacter sp. MAH1,837,0,460,470,98,503,85.435,3394570;3394571,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Sessilibacter sp. MAH1]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_102894055.1|,Stutzerimonas stutzeri,837,0,457,470,97,473,86.433,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_339075256.1|,Teredinibacter turnerae,836,0,461,470,98,471,85.9,2426,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Teredinibacter turnerae]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,dbj|GAB2197319.1|,Sessilibacter sp. MAH3,836,0,460,470,98,503,85.435,3394572;3394573,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Sessilibacter sp. MAH3]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_242100705.1|,Stutzerimonas stutzeri,836,0,459,470,98,473,86.275,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_131298263.1|,Azotobacter chroococcum,836,0,468,470,99,469,84.615,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter chroococcum]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_302227871.1|,Azotobacter vinelandii,835,0,462,470,98,475,84.416,354,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter vinelandii]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_015819985.1|,Teredinibacter turnerae,835,0,461,470,98,471,85.9,2426;377629,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Teredinibacter turnerae]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_317929962.1|,Halioxenophilus sp. WMMB6,835,0,473,470,99,484,83.51,3073815,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Halioxenophilus sp. WMMB6]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_014596165.1|,Stutzerimonas stutzeri,835,0,459,470,98,473,86.057,306;316;996285;1977087;2717474,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_018277212.1|,Teredinibacter turnerae,835,0,461,470,98,471,85.683,2426;1056819;1056820;1070977;1206095,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Teredinibacter turnerae]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_019602346.1|,Teredinibacter turnerae,835,0,461,470,98,471,85.683,2426;1056817;1056818;1073969,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Teredinibacter turnerae]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,pdb|3PDI|A,Azotobacter vinelandii DJ,834,0,462,470,98,483,84.416,322710,"Chain A, Nitrogenase MoFe cofactor biosynthesis protein NifE [Azotobacter vinelandii DJ]"
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_012698838.1|,Azotobacter,834,0,462,470,98,475,84.416,352;354;322710;1283330;1283331;1314750;3083257,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_349617678.1|,Azotobacter salinestris,834,0,458,470,97,469,85.59,69964,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter salinestris]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_104002700.1|,Marinobacterium lutimaris,834,0,456,470,97,474,86.184,568106,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Marinobacterium lutimaris]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_428602041.1|,Pseudomonas sp.,833,0,459,470,98,473,85.621,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas sp.]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_376947723.1|,Azorhizophilus paspali,833,0,462,470,98,475,83.983,69963,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azorhizophilus paspali]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_172150876.1|,Pseudomonas tumuqii,833,0,457,470,97,469,86.652,2715755,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas tumuqii]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_205210885.1|,Amphritea pacifica,833,0,470,470,100,470,83.83,2811233,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Amphritea pacifica]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,emb|SDH14759.1|,Pseudomonas benzenivorans,833,0,452,470,96,463,87.611,556533,nitrogenase molybdenum-cofactor synthesis protein NifE [Pseudomonas benzenivorans]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_349572209.1|,Azotobacter salinestris,833,0,458,470,97,469,85.371,69964,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter salinestris]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_188748014.1|,Marinobacterium zhoushanense,833,0,456,470,97,477,86.184,1679163,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Marinobacterium zhoushanense]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MGD8591812.1|,Gammaproteobacteria bacterium,833,0,458,470,97,471,85.59,1913989,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Gammaproteobacteria bacterium]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,dbj|GGB94639.1|,Marinobacterium zhoushanense,833,0,456,470,97,494,86.184,1679163,nitrogenase molybdenum-cofactor biosynthesis protein NifE [Marinobacterium zhoushanense]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_165893572.1|,Azotobacter chroococcum,832,0,468,470,99,469,84.188,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter chroococcum]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_183166811.1|,Azomonas macrocytogenes,832,0,456,470,97,474,85.746,69962,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azomonas macrocytogenes]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_003294725.1|,Stutzerimonas stutzeri,832,0,457,470,97,471,86.214,316;1218352,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_132286919.1|,Marinobacterium mangrovicola,832,0,456,470,97,474,86.184,1476959,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Marinobacterium mangrovicola]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_205213476.1|,Amphritea pacifica,832,0,470,470,100,470,83.83,2811233,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Amphritea pacifica]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_226685680.1|,Stutzerimonas stutzeri,831,0,457,470,97,473,85.996,316,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Stutzerimonas stutzeri]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_090731368.1|,Azotobacter beijerinckii,831,0,468,470,99,469,84.188,170623,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter beijerinckii]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_131339936.1|,Azotobacter chroococcum,830,0,468,470,99,469,83.974,353;2528971,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter chroococcum]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_089166739.1|,Azotobacter chroococcum,830,0,468,470,99,469,83.974,353,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter chroococcum]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_003297989.1|,Pseudomonadota,830,0,457,470,97,473,85.777,316;924;1224;1211807;1212548;3035478,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadota]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,ref|WP_039800844.1|,Azotobacter chroococcum,829,0,458,470,97,469,85.153,353;1328314,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Azotobacter chroococcum]
NifE,ARC_Gamma03___contig_1_3147,ARC_Gamma03,gb|MBS99355.1|,Oceanospirillaceae bacterium,829,0,456,470,97,474,85.307,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|MAD47667.1|,Oceanospirillaceae bacterium,978,0,471,471,100,471,100,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|MAK92987.1|,Thalassolituus sp.,902,0,470,471,99,471,92.34,2030822,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Thalassolituus sp.]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_296981982.1|,unclassified Thalassolituus,900,0,470,471,99,471,92.128,1899355;1947653;1947665;2624967,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [unclassified Thalassolituus]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|MAX99583.1|,Oceanospirillaceae bacterium,883,0,470,471,99,471,90.638,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|MDK2776214.1|,Pseudomonadota bacterium,876,0,471,471,100,472,88.323,1977087,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonadota bacterium]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|MBL4832558.1|,Pseudomonas sp.,863,0,457,471,97,472,88.84,306,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Pseudomonas sp.]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_276784463.1|,Thalassolituus oleivorans,862,0,457,471,97,472,88.84,187493,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Thalassolituus oleivorans]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_305452069.1|,unclassified Oceanobacter,860,0,470,471,99,475,87.234,2620260;3062618;3062619;3062623,MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [unclassified Oceanobacter]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_305415616.1|,Oceanobacter sp. 3_MG-2023,859,0,470,471,99,475,87.234,3062622,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanobacter sp. 3_MG-2023]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_303433651.1|,Oceanobacter sp. 5_MG-2023,857,0,470,471,99,475,87.021,3062645,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanobacter sp. 5_MG-2023]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|TNE76733.1|,Gammaproteobacteria bacterium,853,0,469,471,99,469,86.78,1913989,MAG: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Gammaproteobacteria bacterium]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_418259625.1|,Haliea sp. E17,847,0,456,471,97,471,87.939,3401576,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Haliea sp. E17]
NifE,GCA_002294235__contig_29_10,GCA_002294235,ref|WP_320818647.1|,Thalassolituus sp.,845,0,470,471,99,471,84.894,2030822,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Thalassolituus sp.]
NifE,GCA_002294235__contig_29_10,GCA_002294235,gb|MBM96993.1|,Oceanospirillaceae bacterium,845,0,458,471,97,479,87.773,1899355,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE [Oceanospirillaceae bacterium]
